 ,StdDev1,StdDev2,StdDev3,StdDev4,StdDev5,StdDev6,StdDev7,StdDev8,StdDev9,StdDev10,StdDev11,StdDev12,StdDev13,StdDev14,StdDev15,StdDev16,StdDev17,StdDev18,StdDev19,StdDev20,StdDev21,StdDev22,StdDev23,StdDev24,StdDev25,StdDev26,StdDev27,StdDev28,StdDev29,StdDev30,StdDev31,StdDev32,StdDev33,StdDev34,StdDev35,StdDev36,StdDev37,StdDev38,StdDev39,StdDev40,StdDev41,StdDev42,StdDev43,StdDev44,StdDev45,StdDev46,StdDev47,StdDev48,StdDev49,StdDev50,StdDev51,StdDev52,StdDev53,StdDev54,StdDev55,StdDev56,StdDev57,StdDev58,StdDev59,StdDev60,StdDev61,StdDev62,StdDev63,StdDev64,StdDev65,StdDev66,StdDev67,StdDev68,StdDev69,StdDev70,StdDev71,StdDev72,StdDev73,StdDev74,StdDev75,StdDev76,StdDev77,StdDev78,StdDev79,StdDev80,StdDev81,StdDev82,StdDev83,StdDev84,StdDev85,StdDev86,StdDev87,StdDev88,StdDev89,StdDev90,StdDev91,StdDev92,StdDev93,StdDev94,StdDev95,StdDev96,StdDev97,StdDev98,StdDev99,StdDev100,StdDev101,StdDev102,StdDev103,StdDev104,StdDev105,StdDev106,StdDev107,StdDev108,StdDev109,StdDev110,StdDev111,StdDev112,StdDev113,StdDev114,StdDev115,StdDev116,StdDev117,StdDev118,StdDev119,StdDev120,StdDev121,StdDev122,StdDev123,StdDev124,StdDev125,StdDev126,StdDev127,StdDev128,StdDev129,StdDev130,StdDev131,StdDev132,StdDev133,StdDev134,StdDev135,StdDev136
231,1762.107,1233.248,1374.113,1093.846,1017.590,1359.603,1111.676,1339.511,1151.019,1151.838,1268.922,1252.649,1118.226,1175.027,1117.284,1041.807,1122.501,1661.821,1755.139,1727.525,1105.460,935.476,1190.257,1008.438,1002.606,1074.856,1088.885,1009.208,946.152,990.367,1378.603,1280.190,1283.787,1361.055,1145.342,1236.770,1273.138,1138.937,1406.853,1223.937,1286.360,1750.490,1235.761,953.710,1067.487,997.739,1778.538,1104.878,1244.750,1424.390,1225.949,1393.815,1071.720,1248.982,1317.374,1664.070,1225.154,827.549,931.280,1165.877,1221.203,1624.063,987.427,1136.776,1141.779,1121.173,1233.477,1616.536,1675.622,1079.844,1130.912,1305.115,1002.420,1527.450,1216.675,1224.815,964.555,1181.144,1405.192,1278.060,1202.354,1161.423,1184.756,1516.951,1128.714,1281.377,1247.869,1276.953,1795.804,1214.371,1696.578,1538.795,1391.055,1030.944,1055.736,1423.670,1070.553,1315.132,1165.900,1218.308,1774.629,945.010,1136.157,1130.329,1044.588,1276.143,1488.439,1077.146,1171.391,1150.852,1003.707,1276.479,1146.201,1033.928,1288.910,1003.179,1137.929,1011.820,1518.918,1163.628,1565.064,1227.628,1397.006,1032.694,1022.888,1480.909,1083.888,1130.243,1275.281,1630.115,1140.822,1043.811,1113.951,1202.633,1079.554,1543.114
232,1783.015,1223.645,1356.297,1074.706,1021.780,1363.741,1103.926,1337.217,1161.152,1178.302,1260.095,1261.782,1100.938,1158.616,1114.890,1048.553,1112.126,1657.925,1749.028,1722.768,1119.077,964.567,1199.058,1002.352,1006.019,1072.842,1089.563,1011.222,927.761,998.225,1375.589,1258.468,1280.156,1320.173,1145.640,1219.987,1271.866,1127.800,1391.298,1218.985,1295.004,1735.891,1234.665,973.165,1068.742,1006.013,1761.627,1102.025,1241.353,1397.680,1213.904,1374.911,1056.933,1259.135,1330.700,1654.997,1214.158,832.519,945.137,1164.329,1232.591,1617.704,990.377,1139.084,1140.323,1113.663,1222.805,1591.301,1657.809,1072.542,1146.249,1286.226,1011.005,1525.969,1193.894,1255.696,973.418,1150.276,1392.662,1257.712,1203.427,1149.950,1173.149,1533.164,1133.527,1265.477,1262.358,1282.761,1800.855,1197.911,1681.548,1550.401,1371.748,1033.462,1046.487,1422.105,1077.279,1312.866,1158.517,1231.791,1746.890,941.348,1134.338,1174.429,1042.281,1278.133,1483.268,1058.179,1165.115,1123.637,1015.539,1271.511,1128.796,1040.556,1269.152,973.299,1120.494,1021.018,1508.451,1158.154,1552.291,1219.056,1353.702,1023.777,1020.392,1458.878,1060.443,1132.523,1265.044,1632.272,1139.657,1027.440,1114.627,1213.487,1096.963,1553.214
233,1759.924,1212.354,1337.229,1071.462,1021.537,1352.945,1113.078,1341.101,1143.641,1150.937,1250.961,1261.077,1113.462,1152.891,1120.286,1058.343,1101.052,1660.566,1750.573,1711.911,1098.556,935.241,1189.414,1011.840,1010.617,1075.573,1084.038,997.627,890.952,969.971,1359.079,1248.891,1281.111,1324.011,1147.474,1233.927,1247.382,1167.802,1376.628,1242.480,1261.872,1739.174,1223.163,954.400,1050.171,985.659,1758.737,1100.698,1235.707,1428.653,1231.919,1386.170,1060.264,1247.076,1335.459,1644.672,1222.992,831.331,953.258,1166.828,1217.964,1610.567,966.324,1128.278,1140.848,1113.303,1213.406,1600.276,1667.759,1090.302,1145.398,1297.512,1007.197,1528.855,1188.214,1260.554,956.933,1162.882,1372.793,1256.384,1174.106,1157.467,1156.077,1515.759,1104.456,1277.559,1261.083,1282.246,1797.931,1211.483,1677.199,1535.683,1369.237,1058.533,1049.172,1397.037,1072.903,1282.095,1156.601,1225.193,1758.069,937.946,1118.868,1125.766,1041.630,1240.347,1467.413,1045.291,1160.864,1146.670,1024.510,1258.593,1118.116,1054.685,1263.152,968.698,1114.887,1008.011,1520.558,1168.904,1547.252,1202.825,1323.890,1020.292,1039.028,1464.585,1080.022,1147.023,1266.442,1626.031,1115.080,1035.071,1120.099,1194.205,1079.415,1539.473
234,1762.219,1218.365,1349.145,1074.811,997.926,1339.792,1102.442,1316.474,1142.334,1133.922,1244.682,1226.840,1097.339,1167.651,1114.649,1048.682,1108.112,1660.213,1731.580,1721.534,1105.458,950.050,1184.435,1010.772,992.786,1049.291,1083.132,1012.242,878.727,976.162,1371.608,1255.603,1261.988,1343.053,1127.958,1245.944,1274.097,1153.922,1359.196,1232.372,1252.413,1716.451,1226.233,978.089,1043.948,962.501,1728.537,1095.961,1221.626,1431.347,1213.954,1402.269,1060.768,1250.141,1310.887,1642.284,1206.195,822.192,937.737,1163.051,1210.088,1597.968,1003.304,1126.805,1135.859,1116.685,1228.113,1585.300,1662.472,1083.010,1141.566,1288.968,1007.139,1491.240,1181.002,1261.430,933.866,1158.164,1384.010,1252.585,1188.783,1159.750,1181.496,1514.740,1127.327,1271.531,1259.908,1274.623,1811.832,1207.960,1657.300,1531.777,1373.112,1037.163,1074.233,1418.423,1080.700,1284.747,1169.126,1215.572,1770.727,951.236,1130.694,1146.977,1023.555,1234.900,1450.926,1066.231,1157.156,1130.928,1014.686,1250.679,1127.427,1053.652,1254.097,1002.428,1115.086,994.234,1528.282,1163.311,1537.253,1214.086,1260.067,1037.622,1041.153,1451.302,1075.756,1160.864,1292.138,1614.631,1134.334,1035.336,1101.399,1220.543,1085.968,1528.171
235,1749.990,1224.342,1332.944,1077.722,1014.799,1347.326,1102.515,1329.381,1142.439,1147.755,1239.649,1247.173,1087.650,1153.137,1098.384,1049.661,1107.643,1649.284,1732.687,1695.731,1081.483,936.300,1196.077,1020.779,1014.497,1048.472,1095.232,997.586,876.192,956.372,1349.841,1229.770,1273.102,1308.853,1129.329,1235.883,1250.762,1162.910,1363.829,1203.648,1261.343,1719.169,1223.519,967.271,1048.894,959.002,1727.117,1106.176,1221.487,1432.824,1205.361,1424.082,1058.117,1259.700,1314.436,1620.736,1203.078,842.677,954.730,1156.549,1217.902,1606.313,980.729,1136.453,1129.251,1120.802,1234.317,1555.536,1643.500,1079.721,1127.804,1288.748,1013.531,1478.275,1175.214,1260.737,959.774,1151.722,1361.418,1224.755,1180.148,1182.365,1178.646,1508.495,1122.235,1261.327,1239.460,1240.928,1789.365,1220.261,1648.372,1530.193,1338.101,1036.227,1059.945,1400.679,1068.506,1255.240,1163.500,1215.576,1749.327,941.937,1117.999,1154.215,1046.984,1230.328,1449.348,1079.505,1150.931,1141.797,1034.212,1253.657,1127.890,1034.428,1251.762,990.921,1108.104,1002.723,1513.453,1164.000,1534.725,1180.446,1199.416,1032.637,1025.938,1447.247,1076.846,1138.246,1280.855,1610.156,1129.892,1026.693,1110.956,1228.889,1107.522,1530.607
236,1749.179,1238.344,1351.094,1086.766,1009.938,1360.746,1105.787,1317.577,1141.480,1147.705,1250.677,1237.505,1085.638,1167.278,1117.986,1054.083,1102.942,1625.705,1718.064,1693.867,1083.285,924.935,1188.523,1028.444,1022.324,1051.337,1110.040,1007.419,862.103,955.850,1342.869,1250.160,1268.029,1328.068,1140.098,1200.758,1253.937,1150.940,1352.555,1211.591,1255.535,1702.668,1219.935,946.265,1054.082,964.740,1739.958,1102.070,1217.397,1434.039,1202.742,1396.781,1039.704,1238.190,1292.781,1608.437,1193.977,845.008,956.935,1158.610,1223.118,1595.957,1001.016,1119.071,1160.045,1136.995,1240.454,1571.239,1633.373,1099.276,1124.715,1283.598,997.501,1482.601,1179.164,1255.144,972.723,1143.460,1361.979,1222.947,1187.447,1156.291,1158.554,1517.172,1132.171,1263.669,1239.257,1238.385,1783.702,1225.783,1655.243,1530.704,1336.222,1041.714,1057.762,1400.656,1054.068,1239.297,1137.460,1216.349,1748.842,937.646,1127.982,1174.203,1037.811,1234.028,1427.950,1061.130,1146.337,1135.362,1015.711,1246.585,1122.163,1050.330,1233.504,982.779,1139.235,999.099,1519.482,1154.136,1530.738,1173.163,1192.662,1015.623,1026.674,1447.210,1055.268,1129.609,1261.141,1601.640,1143.753,1029.495,1124.898,1192.974,1085.571,1525.561
237,1765.089,1204.917,1329.440,1068.753,1011.446,1351.941,1096.143,1320.659,1141.219,1132.695,1235.087,1257.909,1102.077,1163.977,1092.531,1060.643,1101.749,1639.308,1717.266,1693.146,1089.675,938.393,1178.351,1040.094,1005.371,1042.139,1103.857,1015.990,859.939,953.688,1347.971,1260.194,1261.295,1328.098,1138.375,1228.596,1238.933,1148.261,1354.186,1207.387,1259.126,1709.574,1208.656,957.859,1057.859,960.294,1722.559,1091.345,1227.109,1424.845,1192.056,1396.999,1043.416,1234.889,1317.300,1612.638,1197.900,839.948,951.554,1168.425,1223.942,1598.097,992.171,1113.375,1135.216,1137.784,1228.082,1557.514,1639.242,1103.462,1129.327,1284.292,1009.620,1492.862,1175.237,1259.044,978.271,1164.292,1372.130,1226.901,1171.741,1149.728,1138.494,1487.991,1113.729,1253.429,1245.211,1243.333,1795.678,1221.022,1646.236,1534.837,1338.872,1042.497,1044.328,1413.765,1090.571,1267.140,1143.861,1203.493,1756.128,943.077,1127.917,1160.240,1033.045,1220.078,1447.799,1055.859,1151.908,1120.880,1030.292,1270.510,1131.290,1044.684,1237.484,998.746,1125.337,1005.863,1490.276,1166.820,1512.228,1185.645,1194.546,1033.039,1032.650,1433.834,1076.828,1150.750,1257.349,1564.276,1109.576,1017.214,1135.016,1206.730,1092.011,1525.567
238,1758.479,1212.563,1319.968,1056.399,1012.317,1346.610,1089.528,1334.617,1161.985,1154.853,1260.802,1241.491,1102.025,1165.307,1111.858,1042.679,1077.119,1617.786,1708.001,1672.266,1074.928,928.092,1167.890,1032.547,1003.544,1044.379,1100.302,1004.373,834.555,942.732,1342.554,1242.169,1265.952,1327.531,1128.527,1217.756,1244.599,1150.785,1335.470,1190.390,1236.208,1697.268,1212.503,973.752,1031.688,945.709,1717.773,1094.086,1220.736,1418.188,1185.645,1401.191,1049.974,1232.306,1315.113,1600.166,1193.714,849.483,974.200,1159.112,1206.809,1580.331,979.315,1123.391,1121.793,1125.933,1219.628,1549.827,1615.299,1077.762,1143.567,1278.085,1022.414,1490.458,1183.358,1256.708,947.348,1166.419,1351.471,1219.864,1185.529,1151.505,1158.635,1529.831,1121.572,1263.831,1232.063,1229.243,1777.282,1214.228,1635.878,1516.215,1311.688,1037.141,1080.306,1417.114,1093.199,1261.523,1150.246,1212.967,1750.253,958.527,1125.814,1151.647,1053.062,1219.479,1402.284,1061.805,1144.943,1125.792,1015.477,1237.955,1100.571,1053.962,1225.875,982.960,1121.868,1002.625,1496.456,1161.213,1512.861,1182.044,1194.976,1024.200,1000.143,1439.860,1076.819,1129.678,1253.262,1584.580,1133.662,1008.523,1099.123,1189.977,1102.795,1526.334
239,1747.641,1186.843,1311.713,1055.714,1000.567,1348.020,1105.688,1341.621,1157.277,1139.402,1228.679,1230.085,1090.170,1155.717,1095.003,1067.718,1100.351,1622.910,1695.444,1692.249,1063.430,930.114,1188.166,1034.615,997.257,1034.688,1114.895,1022.961,817.224,926.917,1332.152,1253.895,1250.293,1329.529,1113.983,1217.090,1241.743,1157.018,1334.433,1211.817,1231.827,1706.937,1218.466,969.191,1050.323,960.828,1698.580,1103.462,1219.434,1422.040,1190.376,1404.601,1033.884,1243.046,1313.042,1595.437,1193.976,847.013,951.762,1160.741,1229.087,1586.469,992.285,1121.999,1140.394,1124.525,1224.464,1545.600,1610.485,1088.923,1113.741,1260.249,1018.443,1487.389,1179.166,1249.528,959.658,1150.140,1372.017,1206.230,1179.950,1169.461,1158.816,1500.476,1113.261,1262.157,1251.469,1223.562,1787.024,1221.132,1635.750,1509.899,1290.659,1048.030,1080.281,1394.210,1078.717,1266.047,1149.129,1203.155,1745.393,952.145,1119.123,1161.047,1042.340,1198.710,1394.335,1068.302,1129.980,1137.626,1032.152,1225.253,1116.123,1029.002,1206.369,979.445,1126.078,984.761,1522.316,1150.015,1526.077,1184.490,1207.692,1037.744,1026.137,1425.557,1088.401,1130.582,1272.521,1585.930,1146.924,999.700,1117.753,1194.114,1091.466,1505.856
240,1717.838,1207.603,1301.271,1051.962,994.580,1356.299,1090.418,1331.261,1126.410,1137.939,1239.617,1224.784,1101.493,1145.575,1102.008,1071.150,1103.600,1618.539,1693.979,1665.565,1085.123,912.388,1180.844,1040.599,999.426,1038.734,1119.768,1014.089,784.017,920.830,1318.730,1237.979,1261.685,1304.943,1128.320,1225.159,1230.661,1144.013,1311.181,1193.582,1229.135,1676.253,1198.251,963.111,1031.524,936.539,1716.340,1084.884,1220.408,1400.301,1184.456,1417.598,1052.768,1230.094,1308.167,1572.639,1202.955,859.814,959.190,1146.967,1213.854,1560.431,999.672,1117.841,1126.161,1108.069,1215.593,1545.836,1605.256,1086.393,1125.956,1263.263,1020.228,1458.698,1156.734,1242.414,959.621,1160.046,1334.546,1196.111,1166.608,1141.955,1156.033,1499.266,1111.898,1244.108,1240.510,1217.066,1777.543,1212.654,1634.335,1506.815,1280.317,1035.363,1056.136,1391.351,1082.398,1236.627,1132.834,1199.231,1725.396,963.355,1120.600,1144.889,1039.354,1184.751,1379.991,1064.732,1124.712,1127.486,1022.104,1217.600,1093.102,1042.845,1179.694,1000.306,1135.433,988.431,1497.154,1145.893,1521.418,1172.944,1220.187,1007.673,1022.179,1439.974,1071.795,1124.252,1266.975,1581.261,1132.823,1024.132,1135.075,1214.497,1092.202,1502.259
241,1730.092,1215.434,1292.155,1050.022,1002.597,1338.921,1097.290,1333.546,1125.849,1138.255,1214.409,1214.273,1097.187,1162.323,1101.972,1047.821,1115.818,1604.066,1699.259,1647.590,1077.053,926.769,1172.310,1055.718,1002.676,1036.880,1102.079,997.839,770.127,922.883,1329.790,1250.169,1259.333,1310.772,1109.655,1205.090,1251.420,1172.399,1298.711,1193.734,1239.124,1699.898,1212.494,976.699,1032.007,928.409,1695.731,1080.779,1214.491,1420.980,1199.152,1407.724,1050.391,1234.891,1298.420,1569.543,1199.847,843.126,964.516,1142.200,1205.350,1580.497,994.493,1136.297,1113.983,1118.071,1230.011,1551.839,1591.767,1088.374,1130.941,1246.959,1001.200,1464.210,1163.029,1250.925,964.500,1143.978,1329.585,1188.391,1161.280,1145.484,1143.153,1506.674,1125.806,1244.438,1227.719,1218.065,1783.050,1217.014,1618.514,1478.759,1288.406,1049.608,1049.751,1395.583,1064.846,1244.372,1155.389,1209.075,1745.515,947.845,1119.790,1160.710,1035.722,1187.645,1363.696,1087.083,1121.414,1113.125,1041.532,1219.518,1084.631,1062.017,1189.414,974.944,1125.256,964.735,1507.449,1128.589,1501.466,1193.833,1227.721,1008.306,1023.813,1416.858,1052.837,1118.561,1266.712,1569.658,1093.415,1014.755,1121.989,1186.642,1081.473,1521.036
242,1742.161,1216.354,1299.773,1049.473,1029.852,1339.941,1099.126,1323.766,1143.438,1137.193,1213.507,1217.032,1087.704,1163.288,1094.020,1053.359,1108.683,1602.288,1697.219,1650.511,1067.478,904.589,1170.464,1038.828,1006.330,1039.771,1108.125,1002.247,758.318,895.825,1333.168,1237.875,1261.142,1317.489,1143.670,1221.545,1229.490,1146.419,1297.577,1173.691,1225.867,1683.648,1193.379,967.061,1026.156,940.205,1693.861,1079.846,1203.362,1413.763,1171.269,1397.145,1043.363,1239.562,1306.545,1543.600,1177.859,858.466,973.916,1158.726,1189.155,1576.136,994.984,1116.380,1121.301,1123.414,1208.479,1540.251,1590.658,1085.181,1131.532,1254.923,1007.151,1454.210,1149.973,1252.019,950.644,1165.220,1346.261,1208.327,1159.315,1162.133,1142.812,1497.068,1131.290,1230.654,1250.093,1206.407,1766.919,1201.854,1634.404,1478.161,1291.927,1025.142,1067.123,1403.870,1058.520,1253.970,1132.418,1207.835,1738.030,949.475,1140.451,1141.888,1035.350,1182.374,1358.154,1072.656,1134.269,1124.842,1056.178,1205.686,1091.102,1037.088,1182.294,998.350,1137.315,963.361,1479.694,1139.625,1518.315,1161.705,1214.030,1012.603,1023.268,1427.944,1059.894,1119.672,1270.721,1530.354,1122.957,1032.613,1132.306,1195.273,1097.659,1507.743
243,1744.732,1198.298,1291.194,1060.642,1012.812,1344.937,1098.928,1323.736,1125.511,1124.272,1218.580,1230.311,1073.502,1151.173,1086.017,1069.955,1100.437,1603.484,1703.789,1656.615,1068.030,900.263,1162.489,1056.047,996.530,1029.509,1127.200,1004.115,743.261,890.011,1332.849,1239.365,1260.784,1304.265,1102.614,1208.148,1232.134,1161.141,1304.721,1187.317,1224.170,1700.890,1191.865,966.059,1045.012,947.225,1693.965,1070.063,1210.526,1430.639,1185.112,1411.049,1056.542,1242.634,1288.019,1543.564,1183.463,845.487,963.932,1136.346,1197.270,1543.976,996.549,1138.533,1130.519,1114.030,1198.462,1525.973,1587.295,1075.190,1128.243,1253.450,1009.711,1431.401,1167.706,1249.590,979.038,1154.779,1346.564,1178.530,1155.386,1150.341,1145.502,1506.053,1110.379,1245.475,1236.441,1197.599,1769.237,1216.428,1612.981,1466.878,1277.564,1032.585,1066.439,1382.024,1087.290,1208.822,1138.658,1195.511,1715.802,960.164,1122.801,1146.264,1050.777,1173.111,1365.141,1068.952,1116.734,1099.753,1033.817,1216.633,1084.350,1039.633,1178.920,991.237,1123.981,959.888,1496.335,1144.409,1502.683,1155.987,1218.069,1004.918,1012.670,1419.850,1066.947,1105.583,1253.680,1568.343,1117.732,1032.130,1140.312,1204.309,1080.630,1507.953
244,1734.679,1212.184,1279.598,1066.099,999.012,1331.695,1088.033,1306.235,1135.344,1122.115,1214.251,1214.147,1079.244,1137.517,1088.673,1066.324,1075.837,1593.349,1674.771,1644.826,1023.260,919.838,1155.669,1058.587,987.073,1020.819,1127.274,993.278,711.086,885.542,1335.290,1237.665,1240.424,1313.878,1111.861,1209.474,1221.846,1163.322,1302.488,1163.414,1237.028,1668.046,1223.891,976.539,1041.707,907.967,1687.611,1097.410,1208.454,1393.456,1192.450,1426.390,1036.549,1244.578,1312.965,1508.921,1191.890,832.495,960.893,1143.087,1176.776,1561.630,1002.928,1157.822,1129.319,1140.784,1218.124,1518.478,1559.609,1088.850,1115.899,1250.724,1030.699,1454.086,1174.882,1239.728,957.332,1149.988,1324.936,1181.718,1141.318,1163.781,1129.412,1486.872,1110.263,1229.024,1227.417,1206.069,1774.066,1228.077,1602.719,1303.224,1242.854,1017.615,1061.370,1392.979,1071.391,1203.460,1152.825,1185.707,1719.612,963.475,1116.629,1135.507,1044.944,1159.931,1337.116,1057.978,1120.262,1107.235,1023.180,1207.530,1089.935,1038.614,1157.641,992.597,1122.994,977.500,1489.369,1147.306,1506.140,1143.050,1232.138,1001.143,1026.313,1422.998,1071.626,1120.128,1262.561,1558.217,1114.494,1014.353,1126.863,1198.641,1090.405,1490.679
245,1724.963,1214.819,1267.322,1044.931,1009.602,1334.484,1087.823,1315.831,1120.459,1116.707,1236.516,1220.185,1098.273,1157.965,1097.487,1067.857,1088.721,1586.794,1685.004,1658.318,1023.586,895.677,1154.147,1062.187,980.627,1025.066,1117.605,1013.761,696.417,863.034,1306.723,1236.593,1238.409,1301.975,1119.298,1208.251,1214.005,1137.776,1283.340,1170.094,1210.512,1674.339,1192.755,977.688,1058.698,919.956,1680.854,1069.756,1192.921,1392.274,1155.127,1428.390,1035.550,1236.990,1295.738,1490.155,1173.356,818.995,948.465,1125.681,1192.739,1567.788,1010.613,1135.917,1091.994,1128.100,1203.959,1519.544,1565.097,1065.425,1124.249,1253.348,1009.395,1435.126,1142.969,1247.956,963.611,1147.296,1335.712,1175.934,1156.339,1157.714,1148.293,1493.255,1132.191,1232.520,1237.337,1209.700,1763.309,1217.856,1588.071,1309.727,1245.044,1022.414,1085.304,1393.675,1076.097,1175.977,1131.089,1198.982,1710.945,956.225,1138.145,1143.833,1036.369,1160.294,1335.159,1071.870,1116.641,1107.760,1032.200,1202.989,1080.565,1048.372,1137.427,1010.882,1114.212,971.125,1476.924,1141.629,1502.536,1142.198,1235.170,1014.948,1041.704,1430.430,1057.345,1107.920,1257.180,1554.516,1122.229,1024.943,1133.370,1211.848,1078.840,1492.040
246,1728.287,1218.958,1273.374,1038.895,1001.466,1331.845,1076.277,1333.245,1140.903,1111.404,1195.085,1213.828,1089.227,1135.686,1096.445,1081.949,1083.749,1583.679,1671.891,1631.858,1019.147,910.709,1165.166,1048.163,983.144,1021.399,1135.206,1001.696,681.413,862.762,1324.092,1226.377,1240.267,1305.280,1085.249,1196.942,1206.945,1136.914,1270.412,1159.641,1197.762,1673.402,1191.690,961.000,1064.084,936.662,1696.089,1069.974,1211.389,1403.221,1193.310,1419.941,1033.291,1251.423,1285.519,1489.429,1163.472,837.373,957.921,1141.567,1190.905,1542.925,1015.075,1130.030,1119.548,1136.713,1200.851,1516.239,1557.311,1086.921,1130.312,1236.255,1025.196,1434.624,1146.317,1251.042,940.051,1143.563,1329.553,1171.219,1157.609,1155.551,1145.219,1490.299,1135.868,1227.420,1214.737,1205.905,1767.201,1213.625,1597.779,1277.876,1244.327,1017.074,1059.803,1394.813,1070.477,1188.562,1138.692,1192.302,1708.387,979.117,1144.143,1140.001,1046.311,1137.094,1322.624,1073.792,1115.721,1096.281,1042.176,1207.667,1080.859,1042.390,1127.700,975.559,1122.248,968.298,1466.717,1119.767,1470.832,1122.960,1246.438,1007.242,1020.977,1398.045,1061.570,1109.193,1232.759,1543.284,1108.461,1012.816,1139.284,1173.311,1096.336,1487.731
247,1724.647,1209.835,1258.908,1034.417,1019.415,1345.258,1073.840,1337.070,1154.186,1123.437,1209.486,1222.059,1087.372,1145.673,1094.125,1054.216,1095.957,1587.552,1654.855,1627.893,987.027,884.460,1147.763,1066.535,977.932,996.767,1130.824,1009.731,644.770,839.364,1304.723,1236.282,1249.624,1308.688,1121.604,1203.596,1213.945,1155.698,1287.205,1170.981,1199.943,1673.244,1186.400,960.620,1055.374,912.224,1671.979,1082.322,1222.024,1397.241,1184.161,1428.195,1027.314,1246.104,1310.971,1477.727,1175.022,833.070,964.645,1153.632,1201.403,1540.141,992.829,1119.804,1110.698,1137.106,1206.637,1504.342,1546.083,1074.039,1121.142,1232.324,1008.329,1429.471,1142.199,1222.832,946.335,1155.052,1313.083,1156.608,1142.632,1142.239,1145.542,1492.604,1131.995,1222.776,1237.832,1190.773,1749.615,1195.344,1603.107,1198.975,1260.422,1023.348,1074.605,1373.689,1064.103,1166.694,1120.493,1193.128,1704.192,953.313,1116.189,1153.141,1031.921,1144.203,1310.714,1076.493,1103.191,1109.525,1035.996,1191.298,1073.123,1055.760,1133.153,994.016,1119.760,959.788,1484.843,1119.677,1473.849,1133.918,1238.046,1004.523,1010.801,1402.521,1078.353,1112.565,1256.523,1546.190,1119.149,1003.385,1144.060,1196.484,1087.636,1480.166
248,1704.903,1191.378,1247.286,1038.150,1007.656,1329.316,1078.356,1338.415,1144.938,1119.894,1208.598,1204.418,1080.681,1125.409,1098.825,1079.167,1090.387,1557.557,1663.274,1620.135,955.744,901.003,1140.008,1054.959,947.597,995.815,1130.880,1017.228,596.990,824.732,1292.421,1209.908,1234.627,1296.410,1115.420,1187.254,1193.931,1143.850,1272.557,1162.031,1181.100,1660.156,1199.443,964.903,1054.142,898.857,1656.688,1065.783,1207.823,1406.313,1161.302,1423.802,1025.125,1230.403,1304.262,1475.800,1178.652,833.095,952.178,1146.716,1198.348,1547.018,1005.565,1114.953,1109.439,1126.979,1172.494,1497.022,1526.242,1072.150,1102.697,1241.742,1028.454,1414.060,1136.778,1233.992,938.629,1137.091,1317.274,1146.154,1144.781,1149.261,1145.938,1472.391,1115.065,1225.887,1218.316,1192.743,1740.716,1217.945,1591.166,1179.946,1265.590,1021.799,1063.292,1370.359,1063.510,1164.600,1151.441,1191.224,1723.337,955.667,1150.949,1135.982,1047.103,1129.985,1289.031,1075.720,1115.121,1089.783,1039.950,1169.176,1061.321,1047.605,1103.141,997.379,1115.082,970.410,1464.042,1117.179,1449.713,1127.969,1220.434,1004.415,1005.662,1416.411,1065.066,1106.374,1227.424,1534.674,1116.376,1018.096,1118.969,1189.460,1084.725,1488.968
249,1726.365,1185.936,1244.184,1060.303,1004.706,1330.002,1089.676,1317.381,1136.020,1113.552,1196.074,1208.945,1068.272,1113.926,1103.499,1098.249,1095.316,1578.698,1663.647,1612.431,943.701,889.964,1147.646,1053.699,952.110,1005.260,1131.678,1026.410,600.069,802.077,1317.158,1224.971,1249.586,1295.229,1114.579,1204.747,1210.284,1164.055,1261.799,1172.532,1190.453,1656.203,1198.962,962.471,1052.584,906.192,1645.704,1066.363,1204.230,1396.319,1172.610,1417.438,1033.823,1231.129,1302.902,1475.909,1168.885,815.930,961.414,1131.170,1193.247,1511.368,997.623,1121.874,1101.842,1129.915,1191.682,1481.350,1542.121,1079.610,1104.185,1240.525,1014.922,1416.412,1130.449,1250.313,944.274,1129.989,1332.667,1145.782,1132.742,1144.827,1140.211,1471.761,1110.065,1199.763,1238.416,1182.961,1745.567,1216.470,1591.669,1170.566,1252.724,1012.046,1071.517,1376.347,1059.177,1149.363,1125.993,1181.714,1708.846,966.231,1142.856,1133.169,1038.787,1130.316,1294.404,1081.800,1113.293,1089.516,1052.593,1183.146,1063.203,1050.622,1091.258,978.790,1099.564,985.722,1470.316,1120.291,1460.074,1142.201,1214.283,1017.510,1016.983,1411.340,1056.095,1113.349,1269.739,1530.740,1125.657,1003.840,1135.419,1190.590,1084.184,1505.228
